_RAJ2000	_DEJ2000	nSFR	GLON	GLAT	Type	n_Name	Name	Comp	RA1950	DE1950	Band	Ref
266.61013	-28.60644	0.38+0.02	 	 	R	 	 	 	17 43 16.300	-28 35 17.000	4.875	78000
266.61011	-28.60311	0.38+0.02	 	 	R	 	 	S26	17 43 16.300	-28 35 05.000	10.700	89061
266.61011	-28.60311	0.38+0.02	 	 	R	 	 	S26	17 43 16.300	-28 35 05.000	10.700	89061
266.58401	-28.60212	0.38+0.04	0.375	0.0410	M	 	OH-E	 	17 43 10.040	-28 35 01.000	1.667	83008
266.61718	-28.60169	0.38+0.02	 	 	R	 	 	 	17 43 18.000	-28 35 00.000	4.8	89054
266.61427	-28.60170	0.38+0.02	0.381	0.0170	IR	 	17432-2835	 	17 43 17.300	-28 35 00.000	100	86012
266.61427	-28.60170	0.38+0.02	0.381	0.0170	IR	 	17432-2835	 	17 43 17.300	-28 35 00.000	60	86012
266.61427	-28.60170	0.38+0.02	0.381	0.0170	IR	 	17432-2835	 	17 43 17.300	-28 35 00.000	25	86012
266.61427	-28.60170	0.38+0.02	0.381	0.0170	IR	 	17432-2835	 	17 43 17.300	-28 35 00.000	12	86012
266.61427	-28.60170	0.38+0.02	0.381	0.0170	M	 	CS	 	17 43 17.300	-28 35 00.000	97.981	96005
266.61523	-28.60156	0.38+0.02	0.383	0.0170	R	 	 	 	17 43 17.530	-28 34 59.500	4.9	94004
266.61523	-28.60156	0.38+0.02	0.383	0.0170	R	 	 	 	17 43 17.530	-28 34 59.500	1.44	94004
266.61523	-28.60156	0.38+0.02	0.383	0.0170	R	 	 	 	17 43 17.530	-28 34 59.500	4.9	94004
266.61551	-28.60114	0.38+0.02	0.383	0.0170	R	 	 	47	17 43 17.600	-28 34 58.000	4.995	78018
266.61676	-28.60113	0.38+0.02	0.383	0.0160	IR	 	 	IRS A	17 43 17.900	-28 34 58.000	4.8	88035
266.61676	-28.60113	0.38+0.02	0.383	0.0160	IR	 	 	IRS A	17 43 17.900	-28 34 58.000	3.5	88035
266.61676	-28.60113	0.38+0.02	0.383	0.0160	IR	 	 	IRS A	17 43 17.900	-28 34 58.000	2.2	88035
266.61634	-28.60058	0.38+0.02	0.383	0.0170	R	 	 	 	17 43 17.800	-28 34 56.000	1.5	93041
266.60883	-28.59812	0.38+0.02	0.382	0.0230	IR	 	 	IRS B	17 43 16.000	-28 34 47.000	4.8	88035
266.60883	-28.59812	0.38+0.02	0.382	0.0230	IR	 	 	IRS B	17 43 16.000	-28 34 47.000	3.5	88035
266.60883	-28.59812	0.38+0.02	0.382	0.0230	IR	 	 	IRS B	17 43 16.000	-28 34 47.000	2.2	88035
266.60883	-28.59812	0.38+0.02	0.382	0.0230	IR	 	 	IRS B	17 43 16.000	-28 34 47.000	1.65	88035
266.58798	-28.59627	0.38+0.04	0.375	0.0400	M	 	H2O-E	 	17 43 11.000	-28 34 40.000	22.23	83006
266.58798	-28.59627	0.38+0.04	0.375	0.0400	M	 	H2O-E	 	17 43 11.000	-28 34 40.000	22.23	90027
266.58922	-28.59543	0.38+0.04	0.376	0.0400	M	 	CH3OH-E	 	17 43 11.300	-28 34 37.000	6.668	95009
266.58880	-28.59460	0.38+0.04	0.375	0.0400	M	 	H2O-E	 	17 43 11.200	-28 34 34.000	22.23	89009
266.58893	-28.59460	0.38+0.04	0.375	0.0410	M	 	OH-E	 	17 43 11.230	-28 34 34.000	1.7	89009
266.58913	-28.59424	0.38+0.04	0.375	0.0410	M	 	OH-E	 	17 43 11.280	-28 34 32.700	1.665	11
266.58909	-28.59424	0.38+0.04	0.375	0.0410	M	 	OH-E	 	17 43 11.270	-28 34 32.700	1.665	98003
266.58909	-28.59424	0.38+0.04	0.375	0.0410	M	 	OH-E	 	17 43 11.270	-28 34 32.700	1.667	98003
266.58880	-28.59424	0.38+0.04	0.376	0.0400	M	 	CH3OH-E	 	17 43 11.200	-28 34 32.700	6.668	96026
266.81214	-28.58935	0.48-0.13	 	 	R	 	 	S39	17 44 04.800	-28 34 19.000	10.700	89061
266.81214	-28.58935	0.48-0.13	 	 	R	 	 	S39	17 44 04.800	-28 34 19.000	10.700	89061
266.61360	-28.58840	0.38+0.02	0.392	0.0250	R	 	 	<I>	17 43 17.160	-28 34 12.100	8.64	98034
266.75041	-28.58021	0.48+0.07	0.479	0.0740	M	 	H2CO	MPS#3	17 43 50.000	-28 33 45.000	4.829659	95076
266.73655	-28.56305	0.53-0.06	0.470	-0.0540	R	 	 	D	17 43 46.700	-28 32 43.000	1.5	92055
266.73655	-28.56305	0.53-0.06	0.470	-0.0540	R	 	 	D	17 43 46.700	-28 32 43.000	4.9	92055
266.73655	-28.56305	0.53-0.06	0.470	-0.0540	R	 	 	D	17 43 46.700	-28 32 43.000	8.3	92055
266.73721	-28.56244	0.47-0.05	0.471	-0.0540	R	 	 	 	17 43 46.860	-28 32 40.800	4.9	94004
266.73721	-28.56244	0.47-0.05	0.471	-0.0540	R	 	 	 	17 43 46.860	-28 32 40.800	1.44	94004
266.73721	-28.56244	0.47-0.05	0.471	-0.0540	R	 	 	 	17 43 46.860	-28 32 40.800	4.9	94004
266.80030	-28.56080	0.53-0.06	 	 	M	 	H2CO	 	17 44 02.000	-28 32 36.000	4.830	72025
266.73695	-28.56110	0.53-0.06	0.470	-0.0540	R	 	 	49,D	17 43 46.800	-28 32 36.000	4.995	78018
266.73778	-28.56082	0.53-0.06	0.470	-0.0540	R	 	 	D	17 43 47.000	-28 32 35.000	4.874	92055
266.73778	-28.56027	0.47-0.05	0.471	-0.0540	M	 	H2CO	MPS#1	17 43 47.000	-28 32 33.000	4.829659	95076
266.76735	-28.55762	0.53-0.06	0.488	-0.0750	R	 	 	E	17 43 54.100	-28 32 24.000	1.5	92055
266.76735	-28.55762	0.53-0.06	0.488	-0.0750	R	 	 	E	17 43 54.100	-28 32 24.000	4.9	92055
266.76735	-28.55762	0.53-0.06	0.488	-0.0750	R	 	 	E	17 43 54.100	-28 32 24.000	8.3	92055
266.76693	-28.55624	0.53-0.06	0.488	-0.0750	R	 	 	52,E	17 43 54.000	-28 32 19.000	4.995	78018
266.76651	-28.55596	0.53-0.06	0.490	-0.0730	M	 	H2CO	MPS#2	17 43 53.900	-28 32 18.000	4.829659	95076
266.76651	-28.55568	0.53-0.06	0.490	-0.0730	IR	 	 	IRS	17 43 53.900	-28 32 17.000	4.8	88035
266.76651	-28.55568	0.53-0.06	0.490	-0.0730	IR	 	 	IRS	17 43 53.900	-28 32 17.000	3.5	88035
266.76651	-28.55568	0.53-0.06	0.490	-0.0730	IR	 	 	IRS	17 43 53.900	-28 32 17.000	2.2	88035
266.76651	-28.55568	0.53-0.06	0.490	-0.0730	IR	 	 	IRS	17 43 53.900	-28 32 17.000	1.65	88035
266.75900	-28.55544	0.53-0.06	0.487	-0.0670	IR	 	17438-2832	VR8	17 43 52.100	-28 32 16.000	100	86012
266.75900	-28.55544	0.53-0.06	0.487	-0.0670	IR	 	17438-2832	 	17 43 52.100	-28 32 16.000	60	86012
266.75900	-28.55544	0.53-0.06	0.487	-0.0670	IR	 	17438-2832	 	17 43 52.100	-28 32 16.000	25	86012
266.75900	-28.55544	0.53-0.06	0.487	-0.0670	IR	 	17438-2832	 	17 43 52.100	-28 32 16.000	12	86012
266.76692	-28.55513	0.53-0.06	0.488	-0.0750	R	 	 	E	17 43 54.000	-28 32 15.000	4.874	92055
266.74940	-28.55243	0.53-0.06	0.485	-0.0580	R	 	 	51	17 43 49.800	-28 32 05.000	4.875	78018
266.63354	-28.55161	0.38+0.02	0.430	0.0300	IR	 	FIR 14	 	17 43 22.000	-28 32 00.000	69	84048
266.63354	-28.55161	0.38+0.02	0.430	0.0300	IR	 	FIR 14	 	17 43 22.000	-28 32 00.000	69	84048
266.75439	-28.55102	0.53-0.06	0.489	-0.0560	R	 	 	Rim,S	17 43 51.000	-28 32 00.000	10.7	74020
266.70271	-28.54933	0.53-0.06	0.466	-0.0220	R	 	 	ridge1	17 43 38.600	-28 31 53.000	1.5	92055
266.70271	-28.54933	0.53-0.06	0.466	-0.0220	R	 	 	ridge1	17 43 38.600	-28 31 53.000	4.9	92055
266.70271	-28.54933	0.53-0.06	0.466	-0.0220	R	 	 	ridge1	17 43 38.600	-28 31 53.000	8.3	92055
266.75437	-28.54824	0.53-0.06	0.489	-0.0560	R	 	 	Rim	17 43 51.000	-28 31 50.000	14.7	83082
266.74979	-28.54799	0.53-0.06	0.489	-0.0560	R	 	 	Rim	17 43 49.900	-28 31 49.000	1.5	92055
266.74979	-28.54799	0.53-0.06	0.489	-0.0560	R	 	 	Rim	17 43 49.900	-28 31 49.000	4.9	92055
266.74979	-28.54799	0.53-0.06	0.489	-0.0560	R	 	 	Rim	17 43 49.900	-28 31 49.000	8.3	92055
266.76895	-28.54734	0.53-0.06	0.498	-0.0700	R	 	 	ridge2	17 43 54.500	-28 31 47.000	1.5	92055
266.76895	-28.54734	0.53-0.06	0.498	-0.0700	R	 	 	ridge2	17 43 54.500	-28 31 47.000	4.9	92055
266.76895	-28.54734	0.53-0.06	0.498	-0.0700	R	 	 	ridge2	17 43 54.500	-28 31 47.000	8.3	92055
266.75074	-28.54723	0.53-0.06	0.490	-0.0570	R	 	 	 	17 43 50.130	-28 31 46.300	4.9	94004
266.75074	-28.54723	0.53-0.06	0.490	-0.0570	R	 	 	 	17 43 50.130	-28 31 46.300	1.44	94004
266.75074	-28.54723	0.53-0.06	0.490	-0.0570	R	 	 	 	17 43 50.130	-28 31 46.300	4.9	94004
266.75062	-28.54687	0.53-0.06	0.493	-0.0510	R	 	 	Rim	17 43 50.100	-28 31 45.000	4.874	92055
266.72601	-28.54449	0.53-0.06	0.481	-0.0370	R	 	 	C	17 43 44.200	-28 31 36.000	4.9	92055
266.72601	-28.54449	0.53-0.06	0.481	-0.0370	R	 	 	C	17 43 44.200	-28 31 36.000	8.3	92055
266.75017	-28.54298	0.53-0.06	0.490	-0.0570	R	 	 	52	17 43 50.000	-28 31 31.000	10.7	78018
266.75851	-28.54267	0.53-0.06	0.490	-0.0500	IR	 	 	Rim,S	17 43 52.000	-28 31 30.000	100	78027
266.75851	-28.54267	0.53-0.06	0.490	-0.0500	IR	 	 	Rim,S	17 43 52.000	-28 31 30.000	50	78027
266.75851	-28.54267	0.53-0.06	0.490	-0.0500	IR	 	 	Rim,S	17 43 52.000	-28 31 30.000	30	78027
266.74683	-28.54133	0.53-0.06	0.511	-0.0460	R	 	 	53,BAR	17 43 49.200	-28 31 25.000	4.875	78018
266.74683	-28.54133	0.53-0.06	0.493	-0.0510	R	 	 	Rim,53	17 43 49.200	-28 31 25.000	4.995	78018
266.81600	-28.54017	0.53-0.06	0.526	-0.1020	M	 	H2O-E	 	17 44 05.800	-28 31 22.000	22.23	93040
266.75847	-28.53711	0.53-0.06	0.498	-0.0700	R	 	 	ridge2	17 43 52.000	-28 31 10.000	4.874	92055
266.69595	-28.53603	0.53-0.06	0.474	-0.0100	M	 	H2O-E	ridge1	17 43 37.000	-28 31 05.000	22.23	93040
266.69344	-28.53465	0.53-0.06	0.474	-0.0070	IR	 	SGR B1	 	17 43 36.400	-28 31 00.000	800	94021
266.69344	-28.53465	0.53-0.06	0.474	-0.0070	IR	 	 	 	17 43 36.400	-28 31 00.000	800	94021
266.77096	-28.53427	0.53-0.06	0.498	-0.0700	R	 	 	ridge2	17 43 55.000	-28 31 00.000	4.874	92055
266.76262	-28.53431	0.53-0.06	0.498	-0.0700	R	 	 	N,ridge2	17 43 53.000	-28 31 00.000	10.7	74020
266.72178	-28.53368	0.53-0.06	0.488	-0.0280	R	 	 	A	17 43 43.200	-28 30 57.000	4.9	92055
266.72178	-28.53368	0.53-0.06	0.488	-0.0280	R	 	 	A	17 43 43.200	-28 30 57.000	8.3	92055
266.77095	-28.53316	0.53-0.06	 	 	R	 	 	 	17 43 55.000	-28 30 56.000	8.585	89000
266.75844	-28.53239	0.53-0.06	 	 	R	 	 	S35	17 43 52.000	-28 30 53.000	4.750	89061
266.75844	-28.53239	0.53-0.06	0.504	-0.0470	R	 	 	S35	17 43 52.000	-28 30 53.000	4.750	89061
266.78302	-28.53144	0.53-0.06	0.518	-0.0730	M	 	H2O-E	 	17 43 57.900	-28 30 50.000	22.23	93040
266.80094	-28.53135	0.53-0.06	0.530	-0.0850	R	 	 	I	17 44 02.200	-28 30 50.000	4.874	92055
266.74926	-28.53021	0.53-0.06	0.504	-0.0470	R	 	 	S35	17 43 49.800	-28 30 45.000	10.700	89061
266.74926	-28.53021	0.53-0.06	0.504	-0.0470	R	 	 	S35	17 43 49.800	-28 30 45.000	10.700	89061
266.75426	-28.52935	0.53-0.06	 	 	R	 	 	 	17 43 51.000	-28 30 42.000	22.2	86050
266.72842	-28.52920	0.53-0.06	0.495	-0.0310	M	 	H2O-E	A	17 43 44.800	-28 30 41.000	22.23	93040
266.72675	-28.52893	0.53-0.06	0.488	-0.0280	R	 	 	A	17 43 44.400	-28 30 40.000	4.874	92055
266.80051	-28.52830	0.53-0.06	0.529	-0.0840	M	 	H2CO	MPS#4	17 44 02.100	-28 30 39.000	4.829659	95076
266.80217	-28.52801	0.53-0.06	0.530	-0.0850	R	 	 	I	17 44 02.500	-28 30 38.000	4.9	92055
266.80217	-28.52801	0.53-0.06	0.530	-0.0850	R	 	 	I	17 44 02.500	-28 30 38.000	8.3	92055
266.75425	-28.52769	0.53-0.06	 	 	R	 	 	 	17 43 51.000	-28 30 36.000	1.67	76006
266.75841	-28.52739	0.53-0.06	 	 	R	 	 	 	17 43 52.000	-28 30 35.000	4.875	78018
266.77508	-28.52731	0.53-0.06	 	 	R	 	 	 	17 43 56.000	-28 30 35.000	5.0	70031
266.77508	-28.52731	0.53-0.06	 	 	M	 	NH3	 	17 43 56.000	-28 30 35.000	23.694	17
266.75841	-28.52739	0.53-0.06	0.520	-0.0400	R	 	 	54	17 43 52.000	-28 30 35.000	10.7	78018
266.75424	-28.52713	0.53-0.06	 	 	R	 	 	 	17 43 51.000	-28 30 34.000	5.0	76051
266.75716	-28.52712	0.53-0.06	 	 	R	 	 	 	17 43 51.700	-28 30 34.000	4.875	78000
266.75716	-28.52712	0.53-0.06	 	 	R	 	 	 	17 43 51.700	-28 30 34.000	4.875	80018
266.75716	-28.52712	0.53-0.06	 	 	M	 	H2CO	 	17 43 51.700	-28 30 34.000	4.830	80018
266.78591	-28.52614	0.53-0.06	0.524	-0.0720	R	 	 	S37	17 43 58.600	-28 30 31.000	10.700	89061
266.78591	-28.52614	0.53-0.06	0.524	-0.0720	R	 	 	S37	17 43 58.600	-28 30 31.000	10.700	89061
266.79924	-28.52580	0.53-0.06	0.530	-0.0850	R	 	 	I	17 44 01.800	-28 30 30.000	4.874	92055
266.81049	-28.52575	0.53-0.06	0.530	-0.0850	R	 	 	I	17 44 04.500	-28 30 30.000	4.874	92055
266.79299	-28.52528	0.53-0.06	0.528	-0.0770	R	 	 	51	17 44 00.300	-28 30 28.000	10.7	78018
266.77840	-28.52535	0.53-0.06	0.521	-0.0660	M	 	H2O-E	ridge2	17 43 56.800	-28 30 28.000	22.23	93040
266.75297	-28.52380	0.53-0.06	0.511	-0.0460	R	 	 	53	17 43 50.700	-28 30 22.000	10.7	78018
266.76672	-28.52263	0.53-0.06	 	 	R	 	 	 	17 43 54.000	-28 30 18.000	4.874	73065
266.76672	-28.52263	0.53-0.06	 	 	M	 	H2CO	 	17 43 54.000	-28 30 18.000	4.830	74068
266.76672	-28.52263	0.53-0.06	 	 	M	 	H2CO	 	17 43 54.000	-28 30 18.000	14.488	84022
266.76672	-28.52263	0.53-0.06	 	 	M	 	CH3OH-A	 	17 43 54.000	-28 30 18.000	12.178	92060
266.79922	-28.52164	0.53-0.06	0.530	-0.0850	R	 	 	I	17 44 01.800	-28 30 15.000	4.874	92055
266.76254	-28.52098	0.53-0.06	0.520	-0.0500	IR	 	FIR 18	 	17 43 53.000	-28 30 12.000	69	84048
266.77920	-28.52034	0.53-0.06	 	 	R	 	W 24,SGR B1	 	17 43 57.000	-28 30 10.000	1.5	92055
266.77754	-28.52035	0.53-0.06	 	 	R	 	 	 	17 43 56.600	-28 30 10.000	2.695	90098
266.77754	-28.52035	0.53-0.06	 	 	R	 	 	 	17 43 56.600	-28 30 10.000	2.695	84056
266.77754	-28.52035	0.53-0.06	 	 	R	 	 	 	17 43 56.600	-28 30 10.000	2.695	90098
266.75670	-28.52045	0.53-0.06	0.523	-0.0420	R	 	 	BAR	17 43 51.600	-28 30 10.000	4.874	92055
266.75670	-28.52018	0.53-0.06	0.520	-0.0500	M	 	H2CO	MPS#6	17 43 51.600	-28 30 09.000	4.829659	95076
266.73460	-28.51917	0.53-0.06	0.506	-0.0300	M	 	SiO	 	17 43 46.300	-28 30 05.000	43.122	97046
266.73460	-28.51917	0.53-0.06	0.506	-0.0300	M	 	SiO	 	17 43 46.300	-28 30 05.000	42.820	97046
266.77878	-28.51896	0.53-0.06	0.527	-0.0620	R	 	 	G	17 43 56.900	-28 30 05.000	4.874	92055
266.74335	-28.51857	0.53-0.06	0.511	-0.0360	M	 	H2CO	MPS#7	17 43 48.400	-28 30 03.000	4.829659	95076
266.77836	-28.51840	0.53-0.06	0.524	-0.0720	M	 	H2CO	MPS#5	17 43 56.800	-28 30 03.000	4.829659	95076
266.77794	-28.51841	0.53-0.06	0.527	-0.0620	R	 	 	G	17 43 56.700	-28 30 03.000	1.5	92055
266.77794	-28.51841	0.53-0.06	0.527	-0.0620	R	 	 	G	17 43 56.700	-28 30 03.000	4.9	92055
266.77794	-28.51841	0.53-0.06	0.527	-0.0620	R	 	 	G	17 43 56.700	-28 30 03.000	8.3	92055
266.74835	-28.51772	0.53-0.06	0.524	-0.0410	R	 	 	BAR	17 43 49.600	-28 30 00.000	14.7	83082
266.75623	-28.51129	0.53-0.06	0.523	-0.0420	R	 	 	BAR,54	17 43 51.500	-28 29 37.000	4.875	78018
266.75580	-28.51018	0.53-0.06	0.524	-0.0410	R	 	 	BAR	17 43 51.400	-28 29 33.000	1.5	92055
266.75580	-28.51018	0.53-0.06	0.524	-0.0410	R	 	 	BAR	17 43 51.400	-28 29 33.000	4.9	92055
266.75580	-28.51018	0.53-0.06	0.524	-0.0410	R	 	 	BAR	17 43 51.400	-28 29 33.000	8.3	92055
266.74163	-28.50941	0.53-0.06	 	 	R	 	 	 	17 43 48.000	-28 29 30.000	8.3	73008
266.74996	-28.50937	0.53-0.06	0.523	-0.0420	R	 	 	BAR	17 43 50.000	-28 29 30.000	5.0	71003
266.76663	-28.50929	0.53-0.06	0.529	-0.0490	IR	 	 	N	17 43 54.000	-28 29 30.000	100	78027
266.76663	-28.50929	0.53-0.06	0.529	-0.0490	IR	 	 	N	17 43 54.000	-28 29 30.000	50	78027
266.76663	-28.50929	0.53-0.06	0.529	-0.0490	IR	 	 	N	17 43 54.000	-28 29 30.000	30	78027
266.74575	-28.50273	0.53-0.06	 	 	R	 	 	 	17 43 49.000	-28 29 06.000	5.0	70019
266.80699	-28.49799	0.53-0.06	0.558	-0.0730	M	 	H2O-E	 	17 44 03.700	-28 28 50.000	22.23	93040
266.80240	-28.49745	0.53-0.06	0.556	-0.0700	R	 	 	J	17 44 02.600	-28 28 48.000	4.9	92055
266.80240	-28.49745	0.53-0.06	0.556	-0.0700	R	 	 	J	17 44 02.600	-28 28 48.000	4.874	92055
266.80240	-28.49745	0.53-0.06	0.556	-0.0700	R	 	 	J	17 44 02.600	-28 28 48.000	8.3	92055
266.78531	-28.49670	0.53-0.06	0.549	-0.0570	M	 	SiO	 	17 43 58.500	-28 28 45.000	43.122	97046
266.78531	-28.49670	0.53-0.06	0.549	-0.0570	M	 	SiO	 	17 43 58.500	-28 28 45.000	42.820	97046
266.76917	-28.49492	0.53-0.06	0.543	-0.0430	M	 	OH-E	F	17 43 54.630	-28 28 38.300	1.665	93040
266.76904	-28.49484	0.53-0.06	0.543	-0.0430	R	 	 	F	17 43 54.600	-28 28 38.000	8.3	92055
266.76904	-28.49484	0.53-0.06	0.543	-0.0430	M	 	H2O-E	F	17 43 54.600	-28 28 38.000	22.23	93040
266.72528	-28.49366	0.53-0.06	0.524	-0.0100	M	 	H2CO	MPS#8	17 43 44.100	-28 28 33.000	4.829659	95076
266.72903	-28.49336	0.53-0.06	0.526	-0.0120	M	 	H2O-E	B	17 43 45.000	-28 28 32.000	22.23	93040
266.72652	-28.49282	0.53-0.06	0.526	-0.0080	R	 	 	B	17 43 44.400	-28 28 30.000	4.874	92055
266.72485	-28.49144	0.53-0.06	0.526	-0.0080	R	 	 	B	17 43 44.000	-28 28 25.000	1.5	92055
266.72485	-28.49144	0.53-0.06	0.526	-0.0080	R	 	 	B	17 43 44.000	-28 28 25.000	4.9	92055
266.79860	-28.49053	0.53-0.06	0.560	-0.0630	M	 	H2O-E	 	17 44 01.700	-28 28 23.000	22.23	93040
266.61689	-28.48891	0.48+0.07	0.479	0.0740	IR	 	17433-2828	 	17 43 18.100	-28 28 14.000	100	86012
266.61689	-28.48891	0.48+0.07	0.479	0.0740	IR	 	17433-2828	 	17 43 18.100	-28 28 14.000	60	86012
266.61689	-28.48891	0.48+0.07	0.479	0.0740	IR	 	17433-2828	 	17 43 18.100	-28 28 14.000	25	86012
266.61689	-28.48891	0.48+0.07	0.479	0.0740	IR	 	17433-2828	 	17 43 18.100	-28 28 14.000	12	86012
266.80608	-28.48660	0.53-0.06	0.567	-0.0670	M	 	H2O-E	 	17 44 03.500	-28 28 09.000	22.23	93040
266.72561	-28.48116	0.53-0.06	0.535	-0.0040	M	 	H2O-E	 	17 43 44.200	-28 27 48.000	22.23	93040
266.78102	-28.47839	0.53-0.06	0.562	-0.0440	R	 	 	H	17 43 57.500	-28 27 39.000	4.9	92055
266.78102	-28.47839	0.53-0.06	0.562	-0.0440	R	 	 	H	17 43 57.500	-28 27 39.000	8.3	92055
266.81174	-28.45907	0.59-0.06	 	 	R	 	W 24	B	17 44 04.900	-28 26 30.000	5.0	76051
266.78173	-28.45811	0.53-0.06	0.580	-0.0340	M	 	H2O-E	 	17 43 57.700	-28 26 26.000	22.23	93040
266.80795	-28.45243	0.59-0.06	0.600	-0.0500	IR	 	FIR 20	 	17 44 04.000	-28 26 06.000	69	84048
266.80711	-28.45104	0.59-0.06	0.599	-0.0480	R	 	 	B,59	17 44 03.800	-28 26 01.000	4.995	78018
266.80961	-28.45075	0.59-0.06	0.600	-0.0430	R	 	 	 	17 44 04.400	-28 26 00.000	14.7	83082
266.81043	-28.44936	0.59-0.06	0.600	-0.0430	R	 	 	 	17 44 04.600	-28 25 55.000	10.7	78018
266.80668	-28.44910	0.59-0.06	0.599	-0.0480	R	 	 	B	17 44 03.700	-28 25 54.000	1.44	94004
266.80668	-28.44910	0.59-0.06	0.599	-0.0480	R	 	 	B	17 44 03.700	-28 25 54.000	1.44	94004
266.81126	-28.44908	0.59-0.06	0.602	-0.0500	R	 	 	C,60	17 44 04.800	-28 25 54.000	4.995	78018
266.80751	-28.44854	0.59-0.06	0.599	-0.0480	R	 	 	B	17 44 03.900	-28 25 52.000	4.9	92055
266.80751	-28.44854	0.59-0.06	0.599	-0.0480	R	 	 	B	17 44 03.900	-28 25 52.000	8.3	92055
266.81126	-28.44852	0.59-0.06	0.602	-0.0500	R	 	 	C,2	17 44 04.800	-28 25 52.000	5.0	72020
266.80876	-28.44825	0.59-0.06	0.601	-0.0490	IR	 	17440-2825	 	17 44 04.200	-28 25 51.000	100	86012
266.80876	-28.44825	0.59-0.06	0.601	-0.0490	IR	 	17440-2825	 	17 44 04.200	-28 25 51.000	60	86012
266.80876	-28.44825	0.59-0.06	0.601	-0.0490	IR	 	17440-2825	 	17 44 04.200	-28 25 51.000	25	86012
266.80876	-28.44825	0.59-0.06	0.601	-0.0490	IR	 	17440-2825	 	17 44 04.200	-28 25 51.000	12	86012
266.80742	-28.44812	0.59-0.06	0.599	-0.0480	R	 	 	B	17 44 03.880	-28 25 50.500	4.9	94004
266.80742	-28.44812	0.59-0.06	0.599	-0.0480	R	 	 	B	17 44 03.880	-28 25 50.500	4.9	94004
266.81113	-28.44777	0.59-0.06	0.602	-0.0500	R	 	 	C	17 44 04.770	-28 25 49.300	1.44	90095
266.81113	-28.44777	0.59-0.06	0.602	-0.0500	R	 	 	C	17 44 04.770	-28 25 49.300	1.44	90095
266.81125	-28.44769	0.59-0.06	0.602	-0.0510	M	 	CH3OH-E	 	17 44 04.800	-28 25 49.000	6.668	99002
266.81125	-28.44769	0.59-0.06	0.602	-0.0500	R	 	 	C	17 44 04.800	-28 25 49.000	4.9	92055
266.81125	-28.44769	0.59-0.06	0.602	-0.0500	R	 	 	C	17 44 04.800	-28 25 49.000	8.3	92055
266.81125	-28.44755	0.59-0.06	0.602	-0.0500	R	 	 	C	17 44 04.800	-28 25 48.500	4.9	94004
266.81125	-28.44755	0.59-0.06	0.602	-0.0500	R	 	 	C	17 44 04.800	-28 25 48.500	4.9	94004
266.81125	-28.44741	0.59-0.06	0.603	-0.0500	M	 	H2CO	MPS#9	17 44 04.800	-28 25 48.000	4.829659	95076
266.81000	-28.44658	0.59-0.06	0.600	-0.0430	R	 	 	 	17 44 04.500	-28 25 45.000	4.874	92055
266.80166	-28.44607	0.59-0.06	0.600	-0.0430	R	 	 	S38	17 44 02.500	-28 25 43.000	10.700	89061
266.81416	-28.44573	0.59-0.06	0.605	-0.0520	R	 	 	D	17 44 05.500	-28 25 42.000	4.9	92055
266.81416	-28.44573	0.59-0.06	0.605	-0.0520	R	 	 	D	17 44 05.500	-28 25 42.000	8.3	92055
266.79664	-28.44276	0.59-0.06	0.600	-0.0370	R	 	 	A	17 44 01.300	-28 25 31.000	1.44	94004
266.79664	-28.44276	0.59-0.06	0.600	-0.0370	R	 	 	A	17 44 01.300	-28 25 31.000	1.44	94004
266.79955	-28.44247	0.59-0.06	0.600	-0.0500	IR	 	 	 	17 44 02.000	-28 25 30.000	100	78027
266.79955	-28.44247	0.59-0.06	0.600	-0.0500	IR	 	 	 	17 44 02.000	-28 25 30.000	50	78027
266.79955	-28.44247	0.59-0.06	0.600	-0.0500	IR	 	 	 	17 44 02.000	-28 25 30.000	30	78027
266.79705	-28.44248	0.59-0.06	0.600	-0.0370	R	 	 	A	17 44 01.400	-28 25 30.000	1.5	92055
266.79705	-28.44248	0.59-0.06	0.600	-0.0370	R	 	 	A	17 44 01.400	-28 25 30.000	4.9	92055
266.79705	-28.44248	0.59-0.06	0.600	-0.0370	R	 	 	A	17 44 01.400	-28 25 30.000	8.3	92055
266.79705	-28.44248	0.59-0.06	0.600	-0.0370	M	 	H2CO	MPS#10	17 44 01.400	-28 25 30.000	4.829659	95076
266.79688	-28.44195	0.59-0.06	0.600	-0.0370	R	 	 	A	17 44 01.360	-28 25 28.100	4.9	94004
266.79688	-28.44195	0.59-0.06	0.600	-0.0370	R	 	 	A	17 44 01.360	-28 25 28.100	4.9	94004
266.87870	-28.43708	0.64-0.05	0.640	-0.1000	M	 	OH-A	max 3	17 44 21.000	-28 25 12.000	1.667	76006
266.78035	-28.43756	0.64-0.05	0.597	-0.0220	R	 	 	 	17 43 57.400	-28 25 12.000	10.7	74027
266.79119	-28.43751	0.64-0.05	0.602	-0.0300	R	 	 	 	17 44 00.000	-28 25 12.000	10.7	74027
266.79702	-28.43748	0.64-0.05	0.605	-0.0350	R	 	 	 	17 44 01.400	-28 25 12.000	10.7	74027
266.80744	-28.43743	0.64-0.05	0.610	-0.0420	R	 	 	 	17 44 03.900	-28 25 12.000	10.7	74027
266.83494	-28.43729	0.64-0.05	0.622	-0.0630	R	 	 	 	17 44 10.500	-28 25 12.000	10.7	74027
266.67908	-28.43749	0.55+0.07	 	 	R	 	 	 	17 43 33.100	-28 25 10.000	4.875	80018
